AgentID,final_dispersion,final_scaled_dispersion,final_orientation_to_center,final_x,length,cum_dur,final_dst_to_center,final_scaled_dst_to_center,max_dst_to_center,max_scaled_dst_to_center
Larva_0,58.80348630450589,16.91277443064392,-77.02548715291394,38.33683959193918,3.476868123893441,1200.000000000004,58.80348630450589,16.91277443064392,62.864318990767096,18.080731494748452
